Escolha a chave pra ordenara saida BEST: ['nome', 'ModeRecall', 'Attempted', 'ModePrecision', 'Precision', 'TotalWithMode', 'Recall', 'Total']: Recall


RECALL	-----------------------
{'nome': 'embbedings-5-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.89, 'TotalWithMode': 1230.0, 'Recall': 40.89, 'Total': 1696.0}
{'nome': 'embbedings-6-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.89, 'TotalWithMode': 1230.0, 'Recall': 40.89, 'Total': 1696.0}
{'nome': 'embbedings-7-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.89, 'TotalWithMode': 1230.0, 'Recall': 40.89, 'Total': 1696.0}
{'nome': 'embbedings-8-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.89, 'TotalWithMode': 1230.0, 'Recall': 40.89, 'Total': 1696.0}
{'nome': 'embbedings-9-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.89, 'TotalWithMode': 1230.0, 'Recall': 40.89, 'Total': 1696.0}
{'nome': 'embbedings-10-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.89, 'TotalWithMode': 1230.0, 'Recall': 40.89, 'Total': 1696.0}
{'nome': 'embbedings-4-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.81, 'TotalWithMode': 1230.0, 'Recall': 40.81, 'Total': 1696.0}
{'nome': 'alvaro-6-AUTO.oot', 'Attempted': 1229.0, 'Precision': 40.52, 'TotalWithMode': 1230.0, 'Recall': 40.49, 'Total': 1696.0}
{'nome': 'alvaro-7-AUTO.oot', 'Attempted': 1229.0, 'Precision': 40.52, 'TotalWithMode': 1230.0, 'Recall': 40.49, 'Total': 1696.0}
{'nome': 'alvaro-8-AUTO.oot', 'Attempted': 1229.0, 'Precision': 40.52, 'TotalWithMode': 1230.0, 'Recall': 40.49, 'Total': 1696.0}
{'nome': 'alvaro-9-AUTO.oot', 'Attempted': 1229.0, 'Precision': 40.52, 'TotalWithMode': 1230.0, 'Recall': 40.49, 'Total': 1696.0}
{'nome': 'alvaro-10-AUTO.oot', 'Attempted': 1229.0, 'Precision': 40.52, 'TotalWithMode': 1230.0, 'Recall': 40.49, 'Total': 1696.0}
{'nome': 'alvaro-5-AUTO.oot', 'Attempted': 1229.0, 'Precision': 40.36, 'TotalWithMode': 1230.0, 'Recall': 40.33, 'Total': 1696.0}
{'nome': 'embbedings-3-AUTO.oot', 'Attempted': 1230.0, 'Precision': 40.16, 'TotalWithMode': 1230.0, 'Recall': 40.16, 'Total': 1696.0}
{'nome': 'alvaro-4-AUTO.oot', 'Attempted': 1229.0, 'Precision': 39.38, 'TotalWithMode': 1230.0, 'Recall': 39.35, 'Total': 1696.0}
{'nome': 'frequencia-8-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 39.02, 'TotalWithMode': 1230.0, 'Recall': 39.02, 'Total': 1696.0}
{'nome': 'embbedings-2-AUTO.oot', 'Attempted': 1230.0, 'Precision': 38.21, 'TotalWithMode': 1230.0, 'Recall': 38.21, 'Total': 1696.0}
{'nome': 'alvaro-3-AUTO.oot', 'Attempted': 1229.0, 'Precision': 36.7, 'TotalWithMode': 1230.0, 'Recall': 36.67, 'Total': 1696.0}
{'nome': 'frequencia-7-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 35.77, 'TotalWithMode': 1230.0, 'Recall': 35.77, 'Total': 1696.0}
{'nome': 'embbedings-9-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 32.68, 'TotalWithMode': 1230.0, 'Recall': 32.68, 'Total': 1696.0}
{'nome': 'embbedings-10-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 32.68, 'TotalWithMode': 1230.0, 'Recall': 32.68, 'Total': 1696.0}
{'nome': 'embbedings-8-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 32.44, 'TotalWithMode': 1230.0, 'Recall': 32.44, 'Total': 1696.0}
